-1, 5, 15, -20, 500, 7664, 42658
-1, 5, 15, -20, 500, 18737, 232458
-1, 5, 15, -20, 500, 26874, 377232
-1, 5, 15, -20, 500, 12940, 108411
-1, 5, 15, -20, 500, 33711, 731326
-1, 5, 15, -20, 500, 48133, 960806
-1, 5, 15, -20, 500, 18006, 209680
-1, 5, 15, -20, 500, 44702, 958681
-1, 5, 15, -20, 500, 65519, 1.64904e+06
-1, 5, 15, -20, 500, 20973, 236102
-1, 5, 15, -20, 500, 56565, 1.48675e+06
-1, 5, 15, -20, 500, 82397, 3.04423e+06
-1, 5, 15, -20, 500, 23622, 319059
-1, 5, 15, -20, 500, 60785, 1.6677e+06
-1, 5, 15, -20, 500, 93396, 2.91968e+06
