-10, 5, 15, -20, 500, 220639, 3.75808e+07
-7, 5, 15, -20, 500, 277629, 6.60087e+07
-5, 5, 15, -20, 500, 407898, 1.82166e+08
-2, 5, 15, -20, 500, 2289229, 1.07426e+10
-1, 0, 15, -20, 500, 8805008, 1.53642e+11
-1, 1, 15, -20, 500, 24102531, 1.19316e+12
-1, 12, 15, -20, 500, 2408551, 1.06671e+10
-1, 2, 15, -20, 500, 13880106, 3.96805e+11
-1, 25, 15, -20, 500, 445262, 2.96879e+08
-1, 37, 15, -20, 500, 310265, 1.21894e+08
-1, 4, 15, -20, 500, 6284711, 7.08782e+10
-1, 5, 1, -20, 500, 7346177, 1.13513e+11
-1, 5, 112, -20, 500, 3631872, 2.83976e+10
-1, 5, 12, -20, 500, 6463061, 7.81702e+10
-1, 5, 15, -10, 500, 938850, 1.28041e+09
-1, 5, 15, -100, 500, 5280396, 4.92656e+10
-1, 5, 15, -150, 500, 5601046, 7.39586e+10
-1, 5, 15, -16, 500, 4366784, 4.12973e+10
-1, 5, 15, -2, 500, 56639, 589320
-1, 5, 15, -20, 500, 1221091, 2.88131e+09
-1, 5, 15, -20, 500, 127207, 1.80702e+07
-1, 5, 15, -20, 500, 130284, 1.65213e+07
-1, 5, 15, -20, 500, 131413, 1.68561e+07
-1, 5, 15, -20, 500, 139998, 2.18892e+07
-1, 5, 15, -20, 500, 14094588, 4.00397e+11
-1, 5, 15, -20, 500, 303122, 9.30838e+07
-1, 5, 15, -20, 500, 5010863, 4.48512e+10
-1, 5, 15, -20, 500, 5093565, 4.58493e+10
-1, 5, 15, -20, 500, 5130254, 5.48546e+10
-1, 5, 15, -20, 500, 5196880, 5.91921e+10
-1, 5, 15, -20, 500, 5288691, 5.60981e+10
-1, 5, 15, -20, 500, 89888, 2.75367e+06
-1, 5, 15, -200, 500, 5666725, 6.45271e+10
-1, 5, 15, -4, 500, 111414, 5.9418e+06
-1, 5, 15, -50, 500, 6250738, 8.12285e+10
-1, 5, 150, -20, 500, 3754752, 2.53612e+10
-1, 5, 3, -20, 500, 7066880, 9.43493e+10
-1, 5, 37, -20, 500, 3753314, 2.77255e+10
-1, 5, 7, -20, 500, 7238037, 9.86765e+10
-1, 5, 75, -20, 500, 3716045, 2.27904e+10
-1, 50, 15, -20, 500, 233340, 4.94704e+07
0, 5, 15, -20, 500, 14695136, 4.053e+11
0, 5, 15, -20, 500, 15896016, 5.80069e+11
0, 5, 15, -20, 500, 16478883, 5.69853e+11
0, 5, 15, -20, 500, 16526802, 4.8798e+11
